cus_state,cus_city,cus_fullname,Transaction ID,paym_type,Customer ID,cus_postal,cus_gender,cus_bdate,cus_age,order_id,order_detail,order_date,order_total,order_barcode,time_id,transac_id,total_sales,total_discount,prod_id,prod_name,prod_cate,prod_price,prod_size,prod_cost,store_id-1,time_id-1,time_date,time_month,time_quater,time_year
MT,Helena,Patricia Garcia,TS1063,Credit Card,C1063,59601,Male,28/2/2000 AD,24,OR1063,"MILSBO, PÃ…HL, MALSJÃ–, GUNDE, STUVA / FRITIDS, VIMUND, BRUSEN, AGAM, HÃ…VERUD",27/2/2020 AD,9,5360f18e01063,TM1063,TS1063,3576,85,PD1741,STUVA / FRITIDS,Children's furniture,415,Big,405,S1741,TM1063,27,2,Q1,2020
FL,Tallahassee,James Brown,TS1064,Debit Card,C1064,32301,Female,26/6/1992 AD,32,OR1064,"KRITTER, TÃ„LLÃ…SEN, INGATORP, SJÃ„LLAND, RÃ–NNINGE, AGEN, EKEDALEN / TOBIAS, BUNSÃ–",2/3/2019 AD,8,5360f18e01064,TM1064,TS1064,3015,90,PD0525,VIHALS,Bookcases & shelving units,199,Medium,190,S0525,TM1064,2,3,Q1,2019
ME,Augusta,William Wilson,TS1065,Debit Card,C1065,04330,Female,24/3/1986 AD,38,OR1065,"KALLVIKEN, MÃ–RBYLÃ…NGA / TOSSBERG, HEMNES, BERNHARD, BRYNET, VEVELSTAD, FÃ–RSIKTIG",7/6/2022 AD,7,5360f18e01065,TM1065,TS1065,1303,94,PD0545,BROR,Bookcases & shelving units,259,Small,251,S0545,TM1065,7,6,Q2,2022
IL,Springfield,Charles Johnson,TS1066,Debit Card,C1066,62701,Male,25/8/2003 AD,21,OR1066,MÃ–CKELBY / FANBYN,31/10/2021 AD,1,5360f18e01066,TM1066,TS1066,1467,96,PD1897,FALHOLMEN,Outdoor furniture,155,Big,151,S1897,TM1066,31,10,Q4,2021
KY,Frankfort,Thomas Johnson,TS1067,Cash,C1067,40601,Male,4/7/2005 AD,19,OR1067,"GAMLARED / STEFAN, TROFAST, MARTIN, TEODORES, MALINDA, TÃ„RNÃ–",29/9/2021 AD,6,5360f18e01067,TM1067,TS1067,3215,98,PD1901,VÄDDÖ,Outdoor furniture,477,Big,470,S1901,TM1067,29,9,Q3,2021
RI,Providence,Richard Jackson,TS1068,Credit Card,C1068,02903,Female,13/7/1984 AD,40,OR1068,"GODISHUS, SKÃ„RHAMN, NORDKISA",11/6/2021 AD,3,5360f18e01068,TM1068,TS1068,4686,84,PD0028,BERGMUND,Bar furniture,125,Big,119,S0028,TM1068,11,6,Q2,2021
NC,Raleigh,Jessica Anderson,TS1069,Debit Card,C1069,27601,Male,19/8/1986 AD,38,OR1069,"KLEPPSTAD, SKRUVSTA, SKÃ–TSAM, YTTERVÃ…G, GAMLARED / STEFAN, MELLTORP / MARIUS",7/12/2021 AD,6,5360f18e01069,TM1069,TS1069,2925,85,PD1634,IDÅSEN,Chests of drawers & drawer units,595,Medium,594,S1634,TM1069,7,12,Q4,2021
AK,Juneau,David Jones,TS1070,Credit Card,C1070,99801,Female,16/11/1984 AD,40,OR1070,"STUVA, DELAKTIG, GÃ…RÃ– / FREDÃ–N, TORNVIKEN, LAIVA, GISTAD, NORDVIKEN / HENRIKSDAL, BESTÃ… BURS",2/12/2019 AD,8,5360f18e01070,TM1070,TS1070,1869,88,PD0354,JÄTTESTA,Bookcases & shelving units,179,Medium,169,S0354,TM1070,2,12,Q4,2019
NJ,Trenton,Jennifer Davis,TS1071,Debit Card,C1071,08608,Male,16/8/1997 AD,27,OR1071,"MÃ–RBYLÃ…NGA / BERNHARD, MOSTORP, MELLTORP / ADDE, STEFAN, JONAXEL, YPPERLIG / NILSOVE, ODDBJÃ–RG, BUNSÃ–, STEGÃ–N",15/11/2021 AD,9,5360f18e01071,TM1071,TS1071,2389,64,PD0589,SELSVIKEN,Bookcases & shelving units,50,Medium,40,S0589,TM1071,15,11,Q4,2021
OH,Columbus,David Lopez,TS1072,Cash,C1072,43215,Female,31/7/1983 AD,41,OR1072,"NILSOVE / NORNA, EKEDALEN / BERNHARD, TORSBY / VOLFGANG, LIXHULT",23/10/2019 AD,4,5360f18e01072,TM1072,TS1072,1416,72,PD0782,BILLY / MORLIDEN,Cabinets & cupboards,245,Big,240,S0782,TM1072,23,10,Q4,2019
WI,Madison,James Hernandez,TS1073,Cash,C1073,53703,Male,28/8/1995 AD,29,OR1073,"DAGOTTO, VIMLE",28/8/2022 AD,2,5360f18e01073,TM1073,TS1073,4032,90,PD1396,TORSBY / LEIFARNE,Chairs,1675,Medium,1668,S1396,TM1073,28,8,Q3,2022
FL,Tallahassee,Linda Brown,TS1074,Credit Card,C1074,32301,Female,19/6/1984 AD,40,OR1074,"LIDKULLEN, IKEA PS GULLHOLMEN, BERNHARD, MELLTORP / ADDE, VATTVIKEN, BRIMNES, HILLARED, TINGBY / NILSOVE",24/8/2023 AD,8,5360f18e01074,TM1074,TS1074,1201,71,PD0381,SKÅDIS,Bookcases & shelving units,5,Big,3,S0381,TM1074,24,8,Q3,2023
ME,Augusta,John Wilson,TS1075,Credit Card,C1075,04330,Female,22/1/2008 AD,16,OR1075,"DETOLF, LANEBERG / KARLJAN, VISTHUS, BINGSTA, MOLTE, NORDEN / RÃ…SKOG, MACKAPÃ„R, KOARP, NIKKEBY, FRÃ–SÃ–N/DUVHOLMEN",12/4/2021 AD,10,5360f18e01075,TM1075,TS1075,3696,79,PD1682,IKEA PS LÖMSK,Children's furniture,345,Big,344,S1682,TM1075,12,4,Q2,2021
ME,Augusta,Charles Hernandez,TS1076,Credit Card,C1076,04330,Male,7/4/1989 AD,35,OR1076,"INGATORP / SAKARIAS, BLECKBERGET, FLINTAN / NOMINELL, TYSSEDAL, NORDVIKEN / NORDVIKEN, VILTO, RIKSVIKEN, FALHOLMEN, SKOGSTA / NORRARYD, MOSSARYD",18/9/2019 AD,10,5360f18e01076,TM1076,TS1076,1711,100,PD0305,BEKVÄM,Bookcases & shelving units,6.99,Big,2.99,S0305,TM1076,18,9,Q3,2019
RI,Providence,Charles Lopez,TS1077,Credit Card,C1077,02903,Male,2/1/1999 AD,25,OR1077,"STENSELE / RÃ–NNINGE, NORDVIKEN, SELSVIKEN, MAMMUT, VANGSTA / TEODORES, DELAKTIG",31/10/2023 AD,6,5360f18e01077,TM1077,TS1077,1417,75,PD1421,NORDVIKEN / NORDVIKEN,Chairs,2395,Big,2391,S1421,TM1077,31,10,Q4,2023
MD,Annapolis,James Martin,TS1078,Credit Card,C1078,21401,Female,8/7/1985 AD,39,OR1078,"HATTEFJÃ„LL, KALLVIKEN, GULLIVER, SAKARIAS, STUVA, YTTERÃ–N, JOKKMOKK",15/5/2020 AD,7,5360f18e01078,TM1078,TS1078,1648,53,PD1157,STOCKSUND,Chairs,1695,Big,1690,S1157,TM1078,15,5,Q2,2020
VA,Richmond,Sarah Garcia,TS1079,Credit Card,C1079,23219,Male,1/3/1995 AD,29,OR1079,"REGISSÃ–R, TURBO, BENARP, MÃ–RBYLÃ…NGA / VOLFGANG, NORDEN / RÃ…SKOG, NÃ„MMARÃ–",29/10/2022 AD,6,5360f18e01079,TM1079,TS1079,4842,56,PD0649,HANVIKEN,Bookcases & shelving units,75,Small,68,S0649,TM1079,29,10,Q4,2022
AZ,Phoenix,Barbara Anderson,TS1080,Debit Card,C1080,85001,Female,9/12/2002 AD,22,OR1080,"KULLABERG, IDÃ…SEN, VITTSJÃ–, MOSTORP, SKOGSTA / NORRARYD, SULARP, SAGSTUA, NORRÃ…KER / RÃ–NNINGE, ALGOT / BROR",4/8/2022 AD,9,5360f18e01080,TM1080,TS1080,3881,78,PD1953,UTTER,Outdoor furniture,45,Big,38,S1953,TM1080,4,8,Q3,2022
DE,Dover,John Johnson,TS1081,Debit Card,C1081,19901,Male,20/6/1996 AD,28,OR1081,"KOLBJÃ–RN, ORRNÃ„S, FANBYN",26/10/2022 AD,3,5360f18e01081,TM1081,TS1081,1815,97,PD1284,BORTBERG,Chairs,49,Small,43,S1284,TM1081,26,10,Q4,2022
HI,Honolulu,Charles Lopez,TS1082,Cash,C1082,96813,Female,10/11/1990 AD,34,OR1082,"BESTÃ… BURS, BRIMNES, Ã–RFJÃ„LL, FINNALA, MÃ–RBYLÃ…NGA / TOSSBERG, GRÃ–NLID",29/11/2022 AD,6,5360f18e01082,TM1082,TS1082,3332,100,PD0583,BESTÅ,Bookcases & shelving units,85,Small,81,S0583,TM1082,29,11,Q4,2022
SD,Pierre,Karen Rodriguez,TS1083,Debit Card,C1083,57501,Male,1/2/1991 AD,33,OR1083,"STALLARP, BRUSEN, STEFAN, VÃ„STANBY/VÃ„STANÃ… / LEIFARNE, BILLY / MORLIDEN, SAKARIAS, BLÃ…MES",3/11/2019 AD,7,5360f18e01083,TM1083,TS1083,3889,66,PD0500,KALLAX,Bookcases & shelving units,169.99,Big,161.99,S0500,TM1083,3,11,Q4,2019
NJ,Trenton,David Anderson,TS1084,Cash,C1084,08608,Female,28/4/1995 AD,29,OR1084,"NORBERG / NISSE, MARIUS, VADHOLMA, STUVA / FRITIDS, KORNSJÃ–",30/6/2019 AD,5,5360f18e01084,TM1084,TS1084,3612,76,PD0226,KALLAX,Bookcases & shelving units,169.99,Medium,159.99,S0226,TM1084,30,6,Q2,2019
NE,Lincoln,Patricia Lopez,TS1085,Cash,C1085,68508,Male,4/5/2008 AD,16,OR1085,"NILSOLLE, BALTSAR, VEBERÃ–D, DAGOTTO",2/6/2019 AD,4,5360f18e01085,TM1085,TS1085,2920,69,PD0980,BERGHALLA,Cabinets & cupboards,22,Small,14,S0980,TM1085,2,6,Q2,2019
ID,Boise,Susan Miller,TS1086,Cash,C1086,83702,Female,3/6/2001 AD,23,OR1086,"ERIK, STORÃ…, GODISHUS, TINGBY / NILSOVE, MARKUS, MELLTORP / ADDE, BORTBERG, VEBERÃ–D, JONAXEL, BUSKBO",15/4/2020 AD,10,5360f18e01086,TM1086,TS1086,1642,76,PD0412,SEKTION,Bookcases & shelving units,132,Medium,131,S0412,TM1086,15,4,Q2,2020
NJ,Trenton,John Thomas,TS1087,Debit Card,C1087,08608,Male,1/8/1995 AD,29,OR1087,"DETOLF, HACKÃ…S, MELLTORP / NILSOVE, LURÃ–Y, BEKVÃ„M, NOLMYRA, SUMMERA, GRIMSBU, OLAUS",10/4/2021 AD,9,5360f18e01087,TM1087,TS1087,4814,53,PD1551,HEMNES,Chests of drawers & drawer units,645,Medium,643,S1551,TM1087,10,4,Q2,2021
WI,Madison,William Brown,TS1088,Cash,C1088,53703,Female,1/10/1982 AD,42,OR1088,"MASTHOLMEN, RÃ–NNINGE / RÃ–NNINGE, JANINGE, MÃ–CKELBY / HENRIKSDAL, KUNGSHOLMEN, GRÃ–NLID, ALEFJÃ„LL, SKARPÃ–, YPPERLIG, INGATORP / HENRIKSDAL",23/5/2019 AD,10,5360f18e01088,TM1088,TS1088,1248,64,PD1006,EKET,Cabinets & cupboards,139,Medium,133,S1006,TM1088,23,5,Q2,2019
TN,Nashville,Jessica Jones,TS1089,Credit Card,C1089,37219,Male,14/1/1994 AD,30,OR1089,"RENBERGET, BRYGGJA, MACKAPÃ„R, HACKÃ…S, KRITTER, CILLA, STOCKSUND",19/11/2020 AD,7,5360f18e01089,TM1089,TS1089,2168,78,PD1065,SKÅLBERG / SPORREN,Chairs,190,Medium,188,S1065,TM1089,19,11,Q4,2020
WA,Olympia,Sarah Williams,TS1090,Credit Card,C1090,98501,Female,24/5/1990 AD,34,OR1090,"SKÃ…LBERG / SPORREN, LAIVA, GONATT, STIG, ALGOT / BROR, NÃ„MMARÃ–, GLASSVIK, BORTBERG",31/1/2022 AD,8,5360f18e01090,TM1090,TS1090,2291,52,PD0709,SVALNÄS,Bookcases & shelving units,1620,Small,1610,S0709,TM1090,31,1,Q1,2022
WA,Olympia,Sarah Moore,TS1091,Debit Card,C1091,98501,Other,5/4/1993 AD,31,OR1091,"TINGBY / NILSOVE, NORRÃ…KER / NORRARYD, TURBO, DIETMAR, HAUGA, ODDBJÃ–RG, SNIGLAR, MÃ–RBYLÃ…NGA / ODGER",2/5/2019 AD,8,5360f18e01091,TM1091,TS1091,3797,59,PD1312,SAKARIAS,Chairs,95,Small,94,S1312,TM1091,2,5,Q2,2019
NC,Raleigh,Michael Hernandez,TS1092,Cash,C1092,27601,Female,6/1/1989 AD,35,OR1092,"NORDVIKEN / HENRIKSDAL, ALGOT / BROR, SINDVIK, IDÃ…SEN",5/1/2021 AD,4,5360f18e01092,TM1092,TS1092,2274,90,PD0090,NORDLI,Beds,499,Small,489,S0090,TM1092,5,1,Q1,2021
NJ,Trenton,Jennifer Thomas,TS1093,Credit Card,C1093,08608,Male,30/11/1982 AD,42,OR1093,"ALGOT, PÃ…HL, MACKAPÃ„R",6/2/2023 AD,3,5360f18e01093,TM1093,TS1093,4603,81,PD1025,NORRÅKER,Café furniture,596,Big,593,S1025,TM1093,6,2,Q1,2023
CO,Denver,Linda Garcia,TS1094,Cash,C1094,80202,Female,4/1/2003 AD,21,OR1094,"SINDVIK, STUVA / FÃ–LJA, IKEA PS LÃ–MSK, KUDDARNA, MELLTORP / NISSE, FJÃ„LLBERGET, SMÃ…STAD",6/6/2022 AD,7,5360f18e01094,TM1094,TS1094,2190,60,PD1914,VÄDDÖ,Outdoor furniture,261,Medium,258,S1914,TM1094,6,6,Q2,2022
NH,Concord,Jennifer Hernandez,TS1095,Cash,C1095,03301,Female,13/7/2005 AD,19,OR1095,"BOTTNA, TROGEN, VEVELSTAD, EKENÃ„S, EKEDALEN / ODGER, SKUBB, MÃ–CKELBY / FANBYN, STUBBARP, SKÃ„RHAMN",24/6/2021 AD,9,5360f18e01095,TM1095,TS1095,2447,77,PD0556,TJUSIG,Bookcases & shelving units,15.99,Medium,11.99,S0556,TM1095,24,6,Q2,2021
WI,Madison,Barbara Gonzalez,TS1096,Debit Card,C1096,53703,Other,1/7/1991 AD,33,OR1096,"TEODORES, KALLAX",23/6/2019 AD,2,5360f18e01096,TM1096,TS1096,3052,59,PD0945,HAVSTA,Cabinets & cupboards,2980,Medium,2978,S0945,TM1096,23,6,Q2,2019
MS,Jackson,Karen Martinez,TS1097,Cash,C1097,39201,Male,7/1/2004 AD,20,OR1097,TYSSEDAL,8/3/2023 AD,1,5360f18e01097,TM1097,TS1097,2847,93,PD0663,STOCKVIKEN,Bookcases & shelving units,210,Big,201,S0663,TM1097,8,3,Q1,2023
WA,Olympia,Richard Jones,TS1098,Credit Card,C1098,98501,Female,13/10/2003 AD,21,OR1098,"STOLJAN, SKOGSTA / NORRARYD, NORRÃ…KER / NORRÃ…KER, BROMMÃ–, KUDDARNA, CILLA, HELMER",23/8/2019 AD,7,5360f18e01098,TM1098,TS1098,1534,54,PD0859,GALANT,Cabinets & cupboards,2545,Small,2538,S0859,TM1098,23,8,Q3,2019
FL,Tallahassee,Robert Anderson,TS1099,Credit Card,C1099,32301,Male,26/6/1999 AD,25,OR1099,"SINDVIK, NEIDEN, VITTSJÃ–, HARRY, KUNGSHOLMEN",17/4/2022 AD,5,5360f18e01099,TM1099,TS1099,4805,50,PD1149,BERTIL,Chairs,11.4,Medium,4.4,S1149,TM1099,17,4,Q2,2022
AL,Montgomery,Michael Miller,TS1100,Credit Card,C1100,36104,Female,9/11/2004 AD,20,OR1100,"NIKKEBY, TRANARÃ–, KULLABERG, BERGMUND, NILSOVE / NORNA, MASTHOLMEN, STALLARP, HÃ„LLAN, GNEDBY, STENSELE / RÃ–NNINGE",12/11/2020 AD,10,5360f18e01100,TM1100,TS1100,2274,68,PD1765,AGAM,Children's furniture,195,Small,192,S1765,TM1100,12,11,Q4,2020
FL,Tallahassee,Elizabeth Thomas,TS1101,Credit Card,C1101,32301,Male,4/3/1991 AD,33,OR1101,"RÃ–NNINGE / RÃ–NNINGE, TIMMERVIKEN, KRITTER, BILLY, Ã–NSKLIG, HÃ…LLÃ–, FÃ„RLÃ–V, Ã–STERNÃ„S",27/7/2021 AD,8,5360f18e01101,TM1101,TS1101,1603,58,PD1505,VÄSTANBY/VÄSTANÅ / LEIFARNE,Chairs,2095,Small,2090,S1505,TM1101,27,7,Q3,2021
KY,Frankfort,Mary Hernandez,TS1102,Cash,C1102,40601,Female,9/2/1987 AD,37,OR1102,"MASTHOLMEN, GISTAD, SVALNÃ„S, LÃ„CKÃ–, SINDVIK, HACKÃ…S, EKEDALEN / ODGER, GRÃ–NLID, SVANÃ–, HANVIKEN",23/9/2022 AD,10,5360f18e01102,TM1102,TS1102,4511,86,PD1502,MÖRBYLÅNGA / ODGER,Chairs,4265,Big,4255,S1502,TM1102,23,9,Q3,2022
FL,Tallahassee,Elizabeth Lopez,TS1103,Debit Card,C1103,32301,Male,14/6/1980 AD,44,OR1103,"DELAKTIG, DALFRED, BROR, LAIVA, SKÃ–TSAM, EKOLSUND, RÃ–NNINGE / RÃ–NNINGE, TINGBY / LEIFARNE",30/6/2020 AD,8,5360f18e01103,TM1103,TS1103,3449,92,PD1649,NORDLI,Chests of drawers & drawer units,620,Big,619,S1649,TM1103,30,6,Q2,2020
CO,Denver,Mary Thomas,TS1104,Credit Card,C1104,80202,Female,9/6/2004 AD,20,OR1104,"RIKSVIKEN, VANGSTA / TEODORES, MORLIDEN, LISABO / ODGER, BERGMUND, SANDSBERG / ADDE, OXBERG, IVAR, STOCKVIKEN, OLAUS",12/10/2021 AD,10,5360f18e01104,TM1104,TS1104,4449,53,PD0192,BILLY,Bookcases & shelving units,117,Big,109,S0192,TM1104,12,10,Q4,2021
GA,Atlanta,Sarah Williams,TS1105,Cash,C1105,30301,Female,8/1/1981 AD,43,OR1105,"INGATORP / SAKARIAS, MYDAL, MOLTE, FLISAT, LYCKSELE LÃ–VÃ…S, TROLLBERGET, STENSELE / RÃ–NNINGE, MALM, SMÃ…STAD, STUVA / FÃ–LJA",4/6/2023 AD,10,5360f18e01105,TM1105,TS1105,1621,86,PD0401,EKET,Bookcases & shelving units,170,Medium,162,S0401,TM1105,4,6,Q2,2023
KY,Frankfort,James Martin,TS1106,Cash,C1106,40601,Male,2/8/2006 AD,18,OR1106,"STACKHOLMEN, LIDHULT, IKEA PS VÃ…GÃ–",19/11/2022 AD,3,5360f18e01106,TM1106,TS1106,2704,88,PD0043,FANBYN,Bar furniture,85,Big,80,S0043,TM1106,19,11,Q4,2022
ID,Boise,Susan Davis,TS1107,Cash,C1107,83702,Male,3/6/2000 AD,24,OR1107,"RAST, IKEA PS 2012 / JANINGE, EKERÃ–",10/12/2022 AD,3,5360f18e01107,TM1107,TS1107,3164,65,PD0824,BESTÅ,Cabinets & cupboards,1305,Small,1303,S0824,TM1107,10,12,Q4,2022
MD,Annapolis,Robert Martinez,TS1108,Cash,C1108,21401,Female,8/8/1996 AD,28,OR1108,"JOKKMOKK, FREKVENS, MELLTORP / JANINGE, MASTHOLMEN, NORRÃ…KER, Ã–RFJÃ„LL",27/4/2019 AD,6,5360f18e01108,TM1108,TS1108,4423,73,PD0232,KALLAX,Bookcases & shelving units,189.99,Small,184.99,S0232,TM1108,27,4,Q2,2019
ID,Boise,James Johnson,TS1109,Credit Card,C1109,83702,Male,22/7/1995 AD,29,OR1109,MÃ–LLARP,6/1/2019 AD,1,5360f18e01109,TM1109,TS1109,3910,94,PD1652,NORDLI,Chests of drawers & drawer units,1320,Small,1312,S1652,TM1109,6,1,Q1,2019
GA,Atlanta,Charles Moore,TS1110,Credit Card,C1110,30301,Female,1/12/1988 AD,36,OR1110,FÃ„RLÃ–V,29/8/2019 AD,1,5360f18e01110,TM1110,TS1110,2321,52,PD0201,FINNBY,Bookcases & shelving units,54.99,Small,50.99,S0201,TM1110,29,8,Q3,2019
TX,Austin,Patricia Garcia,TS1111,Debit Card,C1111,78701,Male,10/12/1991 AD,33,OR1111,"LISABO / LEIFARNE, BROMMÃ–, SKÃ…LBERG / SPORREN, TROFAST, RÃ–NNINGE, SUNNEA, MELLTORP / TEODORES",19/5/2021 AD,7,5360f18e01111,TM1111,TS1111,1265,87,PD0798,LIXHULT,Cabinets & cupboards,643,Small,637,S0798,TM1111,19,5,Q2,2021
OR,Salem,William Moore,TS1112,Credit Card,C1112,97301,Female,16/12/1996 AD,28,OR1112,"SVANÃ–, NIKKEBY, SLÃ„HULT/DALSHULT / LEIFARNE",5/4/2019 AD,3,5360f18e01112,TM1112,TS1112,3880,65,PD1312,SAKARIAS,Chairs,95,Small,94,S1312,TM1112,5,4,Q2,2019
ND,Bismarck,Linda Martinez,TS1113,Credit Card,C1113,58501,Male,18/9/2005 AD,19,OR1113,"HÃ…LLÃ–, IKEA PS 2012 / TEODORES, TUFFING, NORRÃ…KER / NORRÃ…KER",11/5/2023 AD,4,5360f18e01113,TM1113,TS1113,2718,74,PD0420,BERGIG,Bookcases & shelving units,129.99,Medium,123.99,S0420,TM1113,11,5,Q2,2023
NY,Albany,Richard Rodriguez,TS1114,Debit Card,C1114,12207,Female,22/5/2002 AD,22,OR1114,"BJÃ„RRED, BERGHALLA, NOTVIKEN",19/7/2022 AD,3,5360f18e01114,TM1114,TS1114,4384,53,PD1631,NORDLI,Chests of drawers & drawer units,1640,Medium,1637,S1631,TM1114,19,7,Q3,2022
OH,Columbus,David Williams,TS1115,Cash,C1115,43215,Female,22/12/1986 AD,38,OR1115,"STOCKSUND, FANBYN, BOTTNA",15/7/2019 AD,3,5360f18e01115,TM1115,TS1115,3566,97,PD1742,PÅHL,Children's furniture,295,Big,288,S1742,TM1115,15,7,Q3,2019
NY,Albany,Richard Miller,TS1116,Debit Card,C1116,12207,Male,12/2/1994 AD,30,OR1116,"TOMMARYD, NILSOVE, STALLARP, BERTIL, NORDVIKEN / RÃ–NNINGE, LIATORP, TRYSIL, STENSELE / RÃ–NNINGE",11/2/2022 AD,8,5360f18e01116,TM1116,TS1116,2710,52,PD0331,IVAR,Bookcases & shelving units,130,Big,121,S0331,TM1116,11,2,Q1,2022
MT,Helena,Jessica Thomas,TS1117,Credit Card,C1117,59601,Male,29/5/2000 AD,24,OR1117,"BERTIL, JÃ„RVFJÃ„LLET, KALLAX, LURÃ–Y, SELSVIKEN, ENETRI",12/7/2022 AD,6,5360f18e01117,TM1117,TS1117,1333,64,PD0707,IVAR,Bookcases & shelving units,1225,Medium,1221,S0707,TM1117,12,7,Q3,2022
NH,Concord,Sarah Gonzalez,TS1118,Debit Card,C1118,03301,Female,25/9/1995 AD,29,OR1118,"NOMINELL, BUSUNGE, LOBERGET / SIBBEN, KALLVIKEN, KALLRÃ–R",5/6/2022 AD,5,5360f18e01118,TM1118,TS1118,2486,97,PD0851,HACKÅS,Cabinets & cupboards,32,Small,23,S0851,TM1118,5,6,Q2,2022
NJ,Trenton,Mary Lopez,TS1119,Debit Card,C1119,08608,Male,11/1/2000 AD,24,OR1119,"FUSION, RIMFORSA, SYVDE, ASKVOLL",15/9/2023 AD,4,5360f18e01119,TM1119,TS1119,2369,71,PD0239,HAVSTA,Bookcases & shelving units,1097,Small,1096,S0239,TM1119,15,9,Q3,2023
MT,Helena,Mary Martinez,TS1120,Cash,C1120,59601,Female,5/2/1980 AD,44,OR1120,"STENSELE / RÃ–NNINGE, MÃ–CKELBY / NORRARYD",18/2/2020 AD,2,5360f18e01120,TM1120,TS1120,1906,90,PD0380,GULLHULT,Bookcases & shelving units,29.99,Medium,24.99,S0380,TM1120,18,2,Q1,2020
TX,Austin,Karen Davis,TS1121,Cash,C1121,78701,Male,10/5/1993 AD,31,OR1121,"BRUSEN, BORTBERG, STENSELE / NORRARYD, ALGOT, SNILLE, RESÃ–, NORDEN / RÃ…SKOG, VÃ„STANBY/VÃ„STANÃ… / LEIFARNE, TOBIAS, SVANÃ–",23/5/2020 AD,10,5360f18e01121,TM1121,TS1121,2161,63,PD1150,LILLHÖJDEN,Chairs,395,Small,391,S1150,TM1121,23,5,Q2,2020
NE,Lincoln,James Davis,TS1122,Cash,C1122,68508,Female,25/11/1996 AD,28,OR1122,"NORSBORG, FANBYN, TÃ„RNÃ–, NORDVIKEN / NORRARYD, MORLIDEN, SKÃ„RHAMN, GRÃ–NADAL, FUSION",20/8/2019 AD,8,5360f18e01122,TM1122,TS1122,2844,75,PD1691,TROFAST,Children's furniture,195,Medium,191,S1691,TM1122,20,8,Q3,2019
FL,Tallahassee,Jessica Gonzalez,TS1123,Debit Card,C1123,32301,Male,1/3/1980 AD,44,OR1123,"AGAM, NORDVIKEN / NORDVIKEN, GALANT, BJÃ„RRED, ALEX, GISTAD, MOLTE",17/6/2022 AD,7,5360f18e01123,TM1123,TS1123,3517,71,PD0949,HAVSTA,Cabinets & cupboards,368,Medium,361,S0949,TM1123,17,6,Q2,2022
SD,Pierre,Robert Anderson,TS1124,Debit Card,C1124,57501,Female,19/7/2000 AD,24,OR1124,"MINNEN, UTÃ…KER, MÃ–RBYLÃ…NGA / TOSSBERG, DJUPVIK, DAGOTTO, EKEDALEN / TOBIAS",8/9/2020 AD,6,5360f18e01124,TM1124,TS1124,4273,54,PD1037,RÖNNINGE,Café furniture,345,Medium,335,S1037,TM1124,8,9,Q3,2020
PA,Harrisburg,Linda Jones,TS1125,Cash,C1125,17101,Female,9/2/1999 AD,25,OR1125,"ASKVOLL, IDÃ…SEN, TROFAST, HERDIS, LERHAMN, SAKARIAS, MELLTORP / NISSE, SKRUVSTA, MÃ–RBYLÃ…NGA / ODGER, MÃ–LLARP",25/3/2020 AD,10,5360f18e01125,TM1125,TS1125,4450,72,PD0229,HEMNES,Bookcases & shelving units,697,Big,694,S0229,TM1125,25,3,Q1,2020
SD,Pierre,Sarah Miller,TS1126,Cash,C1126,57501,Male,1/6/2007 AD,17,OR1126,"VEVELSTAD, LANEBERG / EKEDALEN, NISSE, BROMMÃ–, NORDVIKEN / NORDVIKEN, JUSTINA, FRANKLIN, IKEA PS LÃ–MSK",15/2/2020 AD,8,5360f18e01126,TM1126,TS1126,1258,76,PD1000,HACKÅS,Cabinets & cupboards,17,Big,10,S1000,TM1126,15,2,Q1,2020
NJ,Trenton,Linda Martinez,TS1127,Credit Card,C1127,08608,Male,23/11/1982 AD,42,OR1127,"FÃ–RSIKTIG, HAVSTA",6/7/2023 AD,2,5360f18e01127,TM1127,TS1127,4670,72,PD0189,HEMNES,Bookcases & shelving units,249,Medium,244,S0189,TM1127,6,7,Q3,2023
CO,Denver,David Jones,TS1128,Debit Card,C1128,80202,Female,28/5/1992 AD,32,OR1128,"BRYNET, TÃ„RENDÃ– / ADDE",21/3/2023 AD,2,5360f18e01128,TM1128,TS1128,2860,52,PD1683,SLÄKT,Children's furniture,425,Small,421,S1683,TM1128,21,3,Q1,2023
KY,Frankfort,Sarah Brown,TS1129,Credit Card,C1129,40601,Male,2/11/1990 AD,34,OR1129,"FALHOLMEN, VIPPÃ„RT, STENSELE / NORRARYD, SELSVIKEN, EKET, STUVA / FÃ–LJA",23/6/2019 AD,6,5360f18e01129,TM1129,TS1129,2161,67,PD1655,SMÅGÖRA,Children's furniture,495,Big,493,S1655,TM1129,23,6,Q2,2019
MA,Boston,William Davis,TS1130,Credit Card,C1130,02108,Female,6/12/1983 AD,41,OR1130,"LIDKULLEN, STORÃ…, NORRÃ…KER",5/11/2019 AD,3,5360f18e01130,TM1130,TS1130,4264,78,PD0841,EDVALLA,Cabinets & cupboards,25,Small,22,S0841,TM1130,5,11,Q4,2019
TN,Nashville,Linda Wilson,TS1131,Cash,C1131,37219,Male,13/1/1989 AD,35,OR1131,"TULLSTA, KOLBJÃ–RN, MASTHOLMEN, ALGOT / BROR, RÃ…SKOG, ALGOT / SKÃ…DIS, NILSERIK",18/1/2021 AD,7,5360f18e01131,TM1131,TS1131,2496,84,PD1817,STUVA / FRITIDS,Nursery furniture,395,Big,389,S1817,TM1131,18,1,Q1,2021
